"order_no","total_amt","item_quantity","modified_item_type","modified_item","order_start","prep_length","zip","markup","distinct_order_total_amt"
"38289089","10.86","1","Meal","Daves #4","18:43:55","00:04:58","14226",,"10.86"
"38289195","64.68","2","Meal","Daves #3","18:45:31","00:04:27","14226",,"64.68"
"38289195","64.68","1","Meal","Daves #2","18:45:31","00:04:27","14226",,
"38289376","14.13","1","Meal","Daves #1","18:46:13","00:02:43","14261",,"14.13"
"38289451","48.21","1","Shake","Strawberry Shake SM","18:47:46","00:02:44","14261",,"48.21"
"38289451","48.21","2","Meal","Daves #3","18:47:46","00:02:44","14261",,
"38289451","48.21","1","Shake","Chocolate Shake SM","18:47:46","00:02:44","14261",,
"38289616","5.87","1","Meal","Daves #3","18:49:48","00:01:59","14223",,"5.87"
"38289616","9.34","1","Meal","Daves #3","18:49:48","00:01:59","14223",,
"38289813","17.38","1","Beverage","Small Soft Drink","18:50:30","00:01:29","14223",,"17.38"
"38289813","17.38","1","Meal","Daves #1","18:50:30","00:01:29","14223",,
"38289900","10.86","1","Meal","Daves #4","18:51:20","00:00:34","14223",,"10.86"
"38289995","14.13","1","Meal","Daves #1","18:52:01","00:01:34","14207",,"14.13"
"38290056","74.48","1","Shake","Strawberry Shake SM","18:54:48","00:06:50","14150",,"74.48"
"38290056","74.48","3","Food","Single Slider","18:54:48","00:06:50","14150",,
"38290056","74.48","1","Beverage","Regular Soft Drink","18:54:48","00:06:50","14150",,
"38290056","74.48","1","Food","Mac and Cheese","18:54:48","00:06:50","14150",,
"38290056","74.48","1","Meal","Daves #1","18:54:48","00:06:50","14150",,
"38290056","74.48","1","Shake","Chocolate Shake LG","18:54:48","00:06:50","14150",,
"38290269","31.82","1","Beverage","Oreo TLS","18:54:10","00:05:47","14150","Rails Markup","31.82"
"38290269","31.82","1","Meal","Daves #2","18:54:10","00:05:47","14150","Rails Markup",
"38290342","95.47","1","Beverage","Small Soft Drink","18:57:30","00:04:59","14150",,"95.47"
"38290342","95.47","2","Beverage","Regular Soft Drink","18:57:30","00:04:59","14150",,
"38290342","95.47","1","Food","Mac and Cheese","18:57:30","00:04:59","14150",,
"38290342","95.47","1","Shake","M&M TLS","18:57:30","00:04:59","14150",,
"38290342","95.47","2","Meal","Daves #4","18:57:30","00:04:59","14150",,
"38290342","95.47","2","Meal","Daves #3","18:57:30","00:04:59","14150",,
"38290342","95.47","1","Meal","Daves #1","18:57:30","00:04:59","14150",,
"38290342","95.47","1","Shake","Chocolate Shake LG","18:57:30","00:04:59","14150",,
"38290379","31.05","1","Beverage","Regular Soft Drink","18:55:09","00:03:51","14150",,"31.05"
"38290379","31.05","1","Meal","Daves #4","18:55:09","00:03:51","14150",,
"38290379","31.05","1","Meal","Daves #2","18:55:09","00:03:51","14150",,
"38290588","29.43","1","Food","Mac and Cheese","18:57:13","00:05:40","14150","Rails Markup","29.43"
"38290588","29.43","1","Food","Kale Slaw","18:57:13","00:05:40","14150","Rails Markup",
"38290588","29.43","1","Meal","Daves #2","18:57:13","00:05:40","14150","Rails Markup",
"38290624","17.31","1","Meal","Daves #3","18:58:28","00:06:35","14150",,"17.31"
"38290727","24.99","1","Meal","Daves #4","19:00:02","00:04:01","14150",,"24.99"
"38290727","24.99","1","Meal","Daves #1","19:00:02","00:04:01","14150",,
"38290742","29.9","1","Sauce","OLO Side Dave’s Sauce","18:58:35","00:07:06","14150","Rails Markup","29.9"
"38290742","29.9","1","Food","Fries","18:58:35","00:07:06","14150","Rails Markup",
"38290742","29.9","1","Meal","Daves #2","18:58:35","00:07:06","14150","Rails Markup",
"38290771","37.24","1","Sauce","OLO Side Dave’s Sauce","18:58:57","00:11:29","14150","Rails Markup","37.24"
"38290771","37.24","1","Meal","Daves #2","18:58:57","00:11:29","14150","Rails Markup",
"38290771","37.24","1","Meal","Daves #1","18:58:57","00:11:29","14150","Rails Markup",
"38290892","14.13","1","Meal","Daves #1","19:01:38","00:01:43","14150",,"14.13"
"38290976","29.11","1","Shake","M&M TLS","19:00:57","00:05:31","14150",,"29.11"
"38290976","29.11","1","Food","Kale Slaw","19:00:57","00:05:31","14150",,
"38290976","29.11","1","Meal","Daves #2","19:00:57","00:05:31","14150",,
"38291279","19.45","1","Meal","Daves #2","19:03:42","00:01:01","14150","Rails Markup","19.45"
"38291536","13.56","1","Sauce","OLO Side Dave’s Sauce","19:06:00","00:02:09","14150","Rails Markup","13.56"
"38291536","13.56","1","Meal","Daves #4","19:06:00","00:02:09","14150","Rails Markup",
"38291547","21.73","2","Meal","Daves #4","19:06:03","00:03:04","14150",,"21.73"
"38291627","44.56","1","Meal","Daves #4","19:06:51","00:04:09","14150","Rails Markup","44.56"
"38291627","44.56","1","Meal","Daves #3","19:06:51","00:04:09","14150","Rails Markup",
"38291627","44.56","1","Meal","Daves #2","19:06:51","00:04:09","14150","Rails Markup",
"38291636","16.08","1","Meal","Daves #1","19:08:24","00:02:46","14150",,"16.08"
"38291776","20.52","1","Sauce","Side Cheese Sauce","19:09:37","00:02:03","14150",,"20.52"
"38291776","20.52","1","Meal","Daves #2","19:09:37","00:02:03","14150",,
"38291776","20.52","1","Beverage","Bottled Coke","19:09:37","00:02:03","14150",,
"38291896","43.46","1","Shake","Strawberry Shake LG","19:11:51","00:02:13","14150",,"43.46"
"38291896","43.46","1","Meal","Daves #3","19:11:51","00:02:13","14150",,
"38291929","17.8","1","Meal","Daves #2","19:10:07","00:01:50","14150",,"17.8"
"38292095","15.96","1","Meal","Daves #3","19:13:24","00:01:16","14226",,"15.96"
"38292275","17.93","1","Meal","Daves #2","19:16:35","00:01:24","14261",,"17.93"
"38292297","29.88","2","Meal","Daves #1","19:13:45","00:11:37","14150",,"29.88"
"38292307","18.15","1","Meal","Daves #3","19:13:51","00:01:40","14226","Rails Markup","18.15"
"38292529","18.15","1","Meal","Daves #3","19:15:48","00:01:04","14226","Rails Markup","18.15"
"38292614","39.18","1","Beverage","Regular Soft Drink","19:18:00","00:02:48","14223",,"39.18"
"38292614","39.18","2","Meal","Daves #2","19:18:00","00:02:48","14223",,
"38292685","24.01","1","Food","Single Slider","19:17:19","00:04:43","14261",,"24.01"
"38292685","24.01","1","Meal","Daves #2","19:17:19","00:04:43","14261",,
"38292723","21.84","1","Food","Kale Slaw","19:17:44","00:01:34","14223","Rails Markup","21.84"
"38292723","21.84","1","Meal","Daves #1","19:17:44","00:01:34","14223","Rails Markup",
"38292754","16.21","1","Meal","Daves #3","19:19:37","00:01:39","14223",,"16.21"
"38292922","38.68","1","Food","Single Slider","19:21:31","00:02:51","14150",,"38.68"
"38292922","38.68","1","Meal","Daves #3","19:21:31","00:02:51","14150",,
"38292922","38.68","1","Meal","Daves #1","19:21:31","00:02:51","14150",,
"38292981","31.52","1","Meal","Daves #3","19:20:07","00:03:35","14223",,"31.52"
"38292981","31.52","1","Meal","Daves #2","19:20:07","00:03:35","14223",,
"38293087","19.45","1","Meal","Daves #2","19:21:10","00:01:38","14207","Rails Markup","19.45"
"38293131","18.16","1","Meal","Daves #3","19:22:14","00:02:17","14150",,"18.16"
"38293204","19.22","1","Beverage","Small Soft Drink","19:23:28","00:01:47","14150",,"19.22"
"38293204","19.22","1","Meal","Daves #3","19:23:28","00:01:47","14150",,
"38293334","43.33","2","Beverage","Regular Soft Drink","19:25:46","00:03:46","14150",,"43.33"
"38293334","43.33","2","Meal","Daves #4","19:25:46","00:03:46","14150",,
"38293587","14.12","1","Beverage","Small Soft Drink","19:26:51","00:06:51","14150",,"14.12"
"38293587","14.12","1","Meal","Daves #4","19:26:51","00:06:51","14150",,
"38293685","29.88","1","Beverage","Oreo TLS","19:26:42","00:02:16","14150","Rails Markup","29.88"
"38293685","29.88","1","Meal","Daves #2","19:26:42","00:02:16","14150","Rails Markup",
"38293706","7.71","1","Food","Single Slider","19:28:05","00:06:09","14150",,"7.71"
"38293832","15.21","1","Meal","Daves #3","19:29:03","00:06:00","14150",,"15.21"
"38293952","40.2","1","Beverage","Oreo TLS","19:30:03","00:04:38","14150",,"40.2"
"38293952","40.2","1","Meal","Daves #3","19:30:03","00:04:38","14150",,
"38293952","40.2","1","Meal","Daves #2","19:30:03","00:04:38","14150",,
"38294050","36.17","1","Beverage","Small Soft Drink","19:31:17","00:04:27","14150",,"36.17"
"38294050","36.17","1","Beverage","Regular Soft Drink","19:31:17","00:04:27","14150",,
"38294050","36.17","1","Meal","Daves #3","19:31:17","00:04:27","14150",,
"38294050","36.17","1","Meal","Daves #1","19:31:17","00:04:27","14150",,
"38294172","32.14","1","Food","Single Tender","19:34:36","00:02:12","14150",,"32.14"
"38294172","32.14","1","Other","Reaper Waiver","15:58:43","00:00:00","14150",,
"38294172","32.14","1","Shake","M&M TLS","19:34:36","00:02:12","14150",,
"38294172","32.14","1","Meal","Daves #3","19:34:36","00:02:12","14150",,
"38294196","14.13","1","Meal","Daves #1","19:31:31","00:02:56","14150",,"14.13"
"38294299","28.25","1","Beverage","Oreo TLS","19:32:24","00:03:40","14150","Rails Markup","28.25"
"38294299","28.25","1","Meal","Daves #3","19:32:24","00:03:40","14150","Rails Markup",
"38294540","24.34","1","Shake","Vanilla Shake SM","19:36:45","00:01:36","14150",,"24.34"
"38294540","24.34","1","Meal","Daves #3","19:36:45","00:01:36","14150",,
"38294763","44.63","1","Beverage","Regular Soft Drink","19:39:36","00:02:21","14150",,"44.63"
"38294763","44.63","1","Food","Mac and Cheese","19:39:36","00:02:21","14150",,
"38294763","44.63","1","Shake","M&M TLS","19:39:36","00:02:21","14150",,
"38294763","44.63","2","Meal","Daves #4","19:39:36","00:02:21","14150",,
"38295069","22.79","2","Sauce","Side Cheese Sauce","19:41:00","00:02:40","14150",,"22.79"
"38295069","22.79","1","Meal","Daves #4","19:41:00","00:02:40","14150",,
"38295156","20.73","1","Sauce","OLO Side Dave’s Sauce","19:40:34","00:02:04","14150","Rails Markup","20.73"
"38295156","20.73","1","Meal","Daves #3","19:40:34","00:02:04","14150","Rails Markup",
"38295202","33.15","2","Beverage","Regular Soft Drink","19:41:49","00:02:28","14150",,"33.15"
"38295202","33.15","1","Meal","Daves #4","19:41:49","00:02:28","14150",,
"38295202","33.15","1","Meal","Daves #1","19:41:49","00:02:28","14150",,
"38295281","37.15","1","Food","Single Tender","19:44:36","00:02:07","14226",,"37.15"
"38295281","37.15","1","Meal","Daves #3","19:44:36","00:02:07","14226",,
"38295281","37.15","1","Meal","Daves #1","19:44:36","00:02:07","14226",,
"38295314","15.21","1","Meal","Daves #3","19:42:13","00:02:54","14150",,"15.21"
"38295451","38.91","2","Meal","Daves #2","19:43:36","00:02:12","14150","Rails Markup","38.91"
"38295571","38.99","3","Beverage","Regular Soft Drink","19:45:33","00:02:43","14261",,"38.99"
"38295571","38.99","1","Other","Reaper Waiver","19:41:49","00:00:00","14261",,
"38295571","38.99","2","Meal","Daves #1","19:45:33","00:02:43","14261",,
"38295648","20.09","1","Sauce","OLO Side Dave’s Sauce","19:45:20","00:02:19","14226","Rails Markup","20.09"
"38295648","20.09","1","Meal","Daves #2","19:45:20","00:02:19","14226","Rails Markup",
"38295679","42.02","2","Beverage","Small Soft Drink","19:47:43","00:02:17","14223",,"42.02"
"38295679","42.02","2","Meal","Daves #3","19:47:43","00:02:17","14223",,
"38295750","11.85","1","Meal","Daves #4","19:46:10","00:03:37","14226",,"11.85"
"38295909","10.86","1","Meal","Daves #4","19:48:28","00:03:38","14223",,"10.86"
"38295926","24.44","1","Food","Fries","19:47:56","00:03:21","14261","Rails Markup","24.44"
"38295926","24.44","1","Meal","Daves #2","19:47:56","00:03:21","14261","Rails Markup",
"38295929","11.61","1","Meal","Daves #4","19:47:57","00:02:43","14223",,"11.61"
"38295985","59.76","2","Shake","Strawberry Shake SM","19:50:29","00:02:31","14223",,"59.76"
"38295985","59.76","3","Meal","Daves #2","19:50:29","00:02:31","14223",,
"38296200","5.43","1","Shake","Chocolate Shake LG","19:51:57","00:00:19","14207",,"5.43"
"38296365","7.6","1","Shake","M&M TLS","19:52:53","00:00:42","14150",,"7.6"
"38296471","24.44","2","Meal","Daves #4","19:54:26","00:01:57","14150",,"24.44"
"38296471","24.44","1","Beverage","Bottled Water","19:54:26","00:01:57","14150",,
"38296501","10.86","1","Food","Mac and Cheese","19:53:12","00:01:31","14150",,"10.86"
"38296501","10.86","1","Meal","Daves #4","19:53:12","00:01:31","14150",,
"38296629","33.67","2","Food","Single Tender","19:56:30","00:03:38","14150",,"33.67"
"38296629","33.67","1","Meal","Daves #2","19:56:30","00:03:38","14150",,
"38296629","33.67","1","Shake","Chocolate Shake SM","19:56:30","00:03:38","14150",,
"38296650","49.2","1","Sauce","OLO Side Dave’s Sauce","19:54:36","00:05:03","14150","Rails Markup","49.2"
"38296650","49.2","1","Meal","Daves #3","19:54:36","00:05:03","14150","Rails Markup",
"38296650","49.2","1","Meal","Daves #2","19:54:36","00:05:03","14150","Rails Markup",
"38296650","49.2","1","Shake","Chocolate Shake LG","19:54:36","00:05:03","14150","Rails Markup",
"38296650","49.2","1","Beverage","Bottled Coke","19:54:36","00:05:03","14150","Rails Markup",
"38296713","16.3","1","Meal","Daves #2","19:55:07","00:02:03","14150",,"16.3"
"38296872","15.21","1","Meal","Daves #3","19:57:56","00:03:05","14150",,"15.21"
"38297030","30.43","1","Meal","Daves #2","19:59:54","00:02:46","14150",,"30.43"
"38297030","30.43","1","Meal","Daves #1","19:59:54","00:02:46","14150",,
"38297034","24.44","1","Food","Mac and Cheese","19:58:02","00:02:59","14150","Rails Markup","24.44"
"38297034","24.44","1","Meal","Daves #2","19:58:02","00:02:59","14150","Rails Markup",
"38297077","22.71","1","Meal","Dave’s Dash #2 w/Drink","19:58:27","00:02:39","14150","Rails Markup","22.71"
"38297188","20.09","1","Sauce","OLO Side Dave’s Sauce","19:59:31","00:03:49","14150","Rails Markup","20.09"
"38297188","20.09","1","Meal","Daves #2","19:59:31","00:03:49","14150","Rails Markup",
"38297228","85.68","1","Food","Kale Slaw","20:02:14","00:10:38","14150",,"85.68"
"38297228","85.68","1","Food","Hot Box Sliders","20:02:14","00:10:38","14150",,
"38297228","85.68","1","Food","Box of Fries","20:02:14","00:10:38","14150",,
"38297313","18.17","1","Meal","Daves #3","20:00:49","00:04:22","14150","Rails Markup","18.17"
"38297420","20.76","1","Meal","Dave’s Dash #2 w/Drink","20:01:51","00:02:42","14150","Rails Markup","20.76"
"38297445","39","2","Meal","Daves #2","20:02:03","00:03:42","14150",,"39"
"38297445","39","1","Beverage","Bottled Water","20:02:03","00:03:42","14150",,
"38297445","39","1","Beverage","Bottled Sprite","20:02:03","00:03:42","14150",,
"38297462","50","0","GiftCard","GiftCard",,,"14150",,"50"
"38297575","20.64","1","Shake","Strawberry Shake SM","20:05:03","00:03:26","14150",,"20.64"
"38297575","20.64","1","Beverage","Small Soft Drink","19:47:43","00:02:17","14150",,
"38297575","20.64","1","Meal","Daves #3","20:05:03","00:03:26","14150",,
"38297587","23.91","1","Meal","Daves #2","20:03:26","00:03:59","14150","Rails Markup","23.91"
"38297587","23.91","1","Beverage","Bottled Coke","20:03:26","00:03:59","14150","Rails Markup",
"38297779","15.96","1","Meal","Daves #3","20:05:52","00:02:56","14150",,"15.96"
"38298122","14.13","1","Meal","Daves #1","20:08:35","00:01:45","14226",,"14.13"
"38298158","10.86","1","Meal","Daves #4","20:09:27","00:02:04","14226",,"10.86"
"38298187","17.17","1","Meal","Daves #2","20:09:00","00:02:16","14150","Rails Markup","17.17"
"38298238","19.14","1","Beverage","Regular Soft Drink","20:10:10","00:02:04","14261",,"19.14"
"38298238","19.14","1","Meal","Daves #4","20:10:10","00:02:04","14261",,
"38298255","57.18","2","Food","Single Slider","20:09:40","00:04:13","14226","Rails Markup","57.18"
"38298255","57.18","2","Meal","Daves #2","20:09:40","00:04:13","14226","Rails Markup",
"38298314","43.23","1","Sauce","Side Cheese Sauce","20:11:56","00:07:18","14223",,"43.23"
"38298314","43.23","1","Beverage","Regular Soft Drink","20:11:56","00:07:18","14223",,
"38298314","43.23","1","Beverage","Oreo TLS","20:11:56","00:07:18","14223",,
"38298314","43.23","2","Meal","Daves #3","20:11:56","00:07:18","14223",,
"38298321","25.84","1","Meal","Daves #2","20:10:17","00:04:42","14261","Rails Markup","25.84"
"38298321","25.84","1","Beverage","Bottled Diet Coke","20:10:17","00:04:42","14261","Rails Markup",
"38298503","17.7","1","Beverage","Regular Soft Drink","20:12:51","00:06:48","14223",,"17.7"
"38298503","17.7","1","Meal","Daves #1","20:12:51","00:06:48","14223",,
"38298597","15.21","1","Meal","Daves #3","20:13:54","00:06:18","14223",,"15.21"
"38298715","10.86","1","Meal","Daves #4","20:14:45","00:05:36","14207",,"10.86"
"38298753","35.62","2","Meal","Daves #1","20:14:19","00:03:38","14223","Rails Markup","35.62"
"38298805","146.8","1","Food","Hot Box Tenders","20:17:22","00:09:12","14150",,"146.8"
"38298805","146.8","1","Food","Hot Box Sliders","20:17:22","00:09:12","14150",,
"38298805","146.8","1","Meal","Daves #2","20:17:22","00:09:12","14150",,
"38298805","146.8","1","Food","Box of Fries","20:17:22","00:09:12","14150",,
"38299118","37.58","2","Beverage","Regular Soft Drink","20:19:00","00:08:11","14150",,"37.58"
"38299118","37.58","2","Meal","Daves #3","20:19:00","00:08:11","14150",,
"38299153","17.05","1","Meal","Daves #2","20:17:43","00:05:52","14150",,"17.05"
"38299205","18.47","1","Sauce","OLO Side Dave’s Sauce","20:18:14","00:02:49","14150","Rails Markup","18.47"
"38299205","18.47","1","Meal","Daves #3","20:18:14","00:02:49","14150","Rails Markup",
"38299278","20.26","1","Meal","Daves #2","20:20:20","00:05:20","14150",,"20.26"
"38299418","14.44","1","Beverage","Regular Soft Drink","20:21:12","00:06:37","14150",,"14.44"
"38299418","14.44","1","Meal","Daves #4","20:21:12","00:06:37","14150",,
"38299497","28.35","1","Beverage","Oreo TLS","20:21:06","00:01:45","14150","Rails Markup","28.35"
"38299497","28.35","1","Food","Fries","20:21:06","00:01:45","14150","Rails Markup",
"38299497","28.35","1","Meal","Daves #4","20:21:06","00:01:45","14150","Rails Markup",
"38299515","14.12","1","Beverage","Small Soft Drink","20:22:00","00:05:34","14150",,"14.12"
"38299515","14.12","1","Meal","Daves #4","20:22:00","00:05:34","14150",,
"38299596","10.86","1","Meal","Daves #4","20:22:45","00:05:20","14150",,"10.86"
"38299616","17.93","1","Food","Mac and Cheese","20:22:17","00:01:49","14150","Rails Markup","17.93"
"38299616","17.93","1","Meal","Daves #4","20:22:17","00:01:49","14150","Rails Markup",
"38299674","16.3","1","Meal","Daves #2","20:23:31","00:04:53","14150",,"16.3"
"38299734","17.17","1","Meal","Daves #2","20:23:25","00:01:46","14150","Rails Markup","17.17"
"38299755","21.39","1","Food","Single Tender","20:25:21","00:03:25","14150",,"21.39"
"38299755","21.39","1","Meal","Daves #3","20:25:21","00:03:25","14150",,
"38299851","10.86","1","Meal","Daves #4","20:24:32","00:04:39","14150",,"10.86"
"38299937","62.46","1","Food","Single Tender","20:28:23","00:02:50","14150",,"62.46"
"38299937","62.46","1","Sauce","Side Cheese Sauce","20:28:23","00:02:50","14150",,
"38299937","62.46","1","Meal","Daves #3","20:28:23","00:02:50","14150",,
"38299978","25.97","1","Food","Single Tender","20:25:42","00:04:38","14150","Rails Markup","25.97"
"38299978","25.97","1","Meal","Daves #2","20:25:42","00:04:38","14150","Rails Markup",
"38300018","13.89","1","Meal","Daves #4","20:26:07","00:03:37","14150","Rails Markup","13.89"
"38300287","31.59","1","Beverage","Small Soft Drink","20:29:31","00:03:54","14150",,"31.59"
"38300287","31.59","1","Food","Single Slider","20:29:31","00:03:54","14150",,
"38300287","31.59","1","Beverage","Regular Soft Drink","20:29:31","00:03:54","14150",,
"38300287","31.59","1","Meal","Daves #2","20:29:31","00:03:54","14150",,
"38300412","14.13","1","Meal","Daves #1","20:30:18","00:04:26","14150",,"14.13"
"38300506","20.63","1","Beverage","Regular Soft Drink","20:31:04","00:04:12","14150",,"20.63"
"38300506","20.63","1","Meal","Daves #2","20:31:04","00:04:12","14150",,
"38300586","17.05","1","Meal","Daves #2","20:31:56","00:03:45","14226",,"17.05"
"38300673","20","1","Meal","Daves #2","20:33:57","00:04:43","14226",,"20"
"38300673","20","1","Meal","Daves #1","20:33:57","00:04:43","14226",,
"38300673","40.86","1","Meal","Daves #2","20:33:57","00:04:43","14226",,
"38300673","40.86","1","Meal","Daves #1","20:33:57","00:04:43","14226",,
"38300990","26.28","1","Food","Fries","20:34:59","00:01:14","14261","Rails Markup","26.28"
"38300990","26.28","1","Meal","Daves #1","20:34:59","00:01:14","14261","Rails Markup",
"38300990","26.28","1","Beverage","Bottled Coke","20:34:59","00:01:14","14261","Rails Markup",
"38301282","19.45","1","Meal","Daves #2","20:37:28","00:02:23","14261","Rails Markup","19.45"
"38301303","50.54","1","Meal","Daves #4","20:37:38","00:03:13","14223","Rails Markup","50.54"
"38301303","50.54","1","Meal","Daves #3","20:37:38","00:03:13","14223","Rails Markup",
"38301303","50.54","1","Meal","Daves #2","20:37:38","00:03:13","14223","Rails Markup",
"38301334","28.23","2","Beverage","Small Soft Drink","20:39:33","00:02:46","14223",,"28.23"
"38301334","28.23","2","Meal","Daves #4","20:39:33","00:02:46","14223",,
"38301516","35.85","1","Shake","Vanilla Shake SM","20:40:38","00:02:18","14207",,"35.85"
"38301516","35.85","1","Meal","Daves #3","20:40:38","00:02:18","14207",,
"38301580","16.85","1","Meal","Daves #1","20:40:15","00:02:14","14223","Rails Markup","16.85"
"38301675","29.88","1","Beverage","Oreo TLS","20:40:57","00:02:27","14223","Rails Markup","29.88"
"38301675","29.88","1","Meal","Dave’s Dash #2 w/Drink","20:40:57","00:02:27","14223","Rails Markup",
"38301968","23.36","1","Shake","Vanilla Shake SM","20:43:27","00:04:42","14150","Rails Markup","23.36"
"38301968","23.36","1","Meal","Daves #1","20:43:27","00:04:42","14150","Rails Markup",
"38302124","17.8","1","Meal","Daves #2","20:45:42","00:02:56","14150",,"17.8"
"38302152","2.18","1","Beverage","Oreo Topper Side","20:45:50","00:07:16","14150",,"2.18"
"38302233","31.49","1","Beverage","Regular Soft Drink","20:48:13","00:03:05","14150",,"31.49"
"38302233","31.49","1","Meal","Daves #4","20:48:13","00:03:05","14150",,
"38302233","31.49","1","Meal","Daves #2","20:48:13","00:03:05","14150",,
"38302249","16.07","1","Beverage","Regular Soft Drink","20:47:47","00:02:01","14150",,"16.07"
"38302249","16.07","2","Meal","Daves #4","20:47:47","00:02:01","14150",,
"38302352","16.83","1","Meal","Daves #1","20:46:51","00:02:05","14150",,"16.83"
"38302352","16.83","1","Beverage","Bottled Water","20:46:51","00:02:05","14150",,
"38302494","7.16","2","Beverage","Regular Soft Drink","20:49:09","00:02:26","14150",,"7.16"
"38302536","12.36","1","Meal","Daves #4","20:49:10","00:02:09","14150",,"12.36"
"38302591","15.21","1","Meal","Daves #3","20:49:57","00:01:56","14150",,"15.21"
"38302660","15.21","1","Meal","Daves #3","20:50:56","00:01:38","14150",,"15.21"
"38302766","18.47","1","Beverage","Small Soft Drink","20:51:52","00:01:36","14150",,"18.47"
"38302766","18.47","1","Meal","Daves #3","20:51:52","00:01:36","14150",,
"38302849","16.29","1","Meal","Daves #4","20:52:55","00:02:17","14150",,"16.29"
"38302849","16.29","1","Shake","Chocolate Shake LG","20:52:55","00:02:17","14150",,
"38302942","30.09","1","Meal","Daves #3","20:55:24","00:04:05","14150",,"30.09"
"38302942","30.09","1","Meal","Daves #1","20:55:24","00:04:05","14150",,
"38303055","26.94","1","Food","Single Tender","20:54:05","00:03:52","14150","Rails Markup","26.94"
"38303055","26.94","1","Meal","Daves #2","20:54:05","00:03:52","14150","Rails Markup",
"38303195","42.63","1","Beverage","Regular Soft Drink","20:57:35","00:09:30","14150",,"42.63"
"38303195","42.63","1","Food","Fries","20:57:35","00:09:30","14150",,
"38303195","42.63","1","Meal","Daves #2","20:57:35","00:09:30","14150",,
"38303195","42.63","1","Meal","Daves #1","20:57:35","00:09:30","14150",,
"38303265","48.75","1","Food","Single Tender","20:56:13","00:03:04","14150","Rails Markup","48.75"
"38303265","48.75","1","Sauce","OLO Side Dave’s Sauce","20:56:13","00:03:04","14150","Rails Markup",
"38303265","48.75","1","Food","Mac and Cheese","20:56:13","00:03:04","14150","Rails Markup",
"38303265","48.75","1","Meal","Daves #2","20:56:13","00:03:04","14150","Rails Markup",
"38303265","48.75","1","Meal","Daves #1","20:56:13","00:03:04","14150","Rails Markup",
"38303293","38.24","1","Meal","Daves #3","20:56:28","00:03:14","14150","Rails Markup","38.24"
"38303424","18.55","1","Meal","Daves #2","20:58:28","00:02:56","14226",,"18.55"
"38303441","58.45","1","Food","Single Slider","20:57:49","00:02:22","14150","Rails Markup","58.45"
"38303441","58.45","1","Beverage","Oreo TLS","20:57:49","00:02:22","14150","Rails Markup",
"38303441","58.45","3","Meal","Daves #4","20:57:49","00:02:22","14150","Rails Markup",
"38303483","19.45","1","Meal","Daves #2","20:58:13","00:03:54","14150","Rails Markup","19.45"
"38303513","16.3","1","Meal","Daves #2","20:59:13","00:02:46","14226",,"16.3"
"38303590","20.27","1","Meal","Daves #1","21:00:02","00:07:46","14226",,"20.27"
"38303590","20.27","1","Beverage","Bottled Sprite","21:00:02","00:07:46","14226",,
"38303606","23.91","1","Meal","Daves #2","20:59:27","00:01:58","14150","Rails Markup","23.91"
"38303606","23.91","1","Beverage","Bottled Coke","20:59:27","00:01:58","14150","Rails Markup",
"38303674","8.65","1","Beverage","Oreo TLS","21:01:01","00:07:20","14261",,"8.65"
"38303796","17.38","1","Beverage","Small Soft Drink","21:01:39","00:07:33","14261",,"17.38"
"38303796","17.38","1","Meal","Daves #1","21:01:39","00:07:33","14261",,
"38303858","22.8","1","Beverage","Small Soft Drink","21:02:22","00:06:34","14223",,"22.8"
"38303858","22.8","1","Food","Single Tender","21:02:22","00:06:34","14223",,
"38303858","22.8","1","Meal","Daves #1","21:02:22","00:06:34","14223",,
"38303948","16.3","1","Meal","Daves #2","21:03:37","00:05:43","14223",,"16.3"
"38304292","32.15","2","Beverage","Regular Soft Drink","21:07:57","00:03:42","14223",,"32.15"
"38304292","32.15","1","Meal","Daves #4","21:07:57","00:03:42","14223",,
"38304292","32.15","1","Meal","Daves #1","21:07:57","00:03:42","14223",,
"38304530","15.57","1","Sauce","OLO Side Dave’s Sauce","21:07:59","00:04:24","14223",,"15.57"
"38304530","15.57","1","Meal","Daves #4","21:07:59","00:04:24","14223",,
"38304530","15.57","1","Beverage","Bottled Coke","21:07:59","00:04:24","14223",,
"38304532","35.41","2","Beverage","Regular Soft Drink","21:08:50","00:04:17","14207",,"35.41"
"38304532","35.41","2","Meal","Daves #1","21:08:50","00:04:17","14207",,
"38304620","23.49","1","Food","Single Tender","21:09:55","00:05:40","14150",,"23.49"
"38304620","23.49","1","Other","Reaper Waiver","20:11:56","00:00:00","14150",,
"38304620","23.49","1","Meal","Daves #3","21:09:55","00:05:40","14150",,
"38304721","17.31","1","Meal","Daves #3","21:11:34","00:04:46","14150",,"17.31"
"38304904","15.21","1","Meal","Daves #3","21:12:34","00:03:28","14150",,"15.21"
"38305032","24.76","1","Food","Single Slider","21:15:12","00:02:55","14150",,"24.76"
"38305032","24.76","1","Meal","Daves #2","21:15:12","00:02:55","14150",,
"38305337","31.28","1","Beverage","Small Soft Drink","21:17:09","00:03:41","14150",,"31.28"
"38305337","31.28","1","Beverage","Oreo TLS","21:17:09","00:03:41","14150",,
"38305337","31.28","1","Food","Fries","21:17:09","00:03:41","14150",,
"38305337","31.28","1","Meal","Daves #2","21:17:09","00:03:41","14150",,
"38305550","41.48","1","Food","Single Tender","21:18:44","00:03:01","14150",,"41.48"
