"order_no","total_amt","item_quantity","modified_item_type","modified_item","order_start","prep_length","zip","markup","distinct_order_total_amt"
"38305550","41.48","1","Food","Mac and Cheese","21:18:44","00:03:01","14150",,
"38305550","41.48","1","Meal","Daves #2","21:18:44","00:03:01","14150",,
"38305550","41.48","1","Meal","Daves #1","21:18:44","00:03:01","14150",,
"38305712","38.88","2","Beverage","Small Soft Drink","21:20:05","00:02:54","14150",,"38.88"
"38305712","38.88","1","Food","Mac and Cheese","21:20:05","00:02:54","14150",,
"38305712","38.88","1","Meal","Daves #1","21:20:05","00:02:54","14150",,
"38306044","16.3","1","Meal","Daves #2","21:22:21","00:04:15","14150",,"16.3"
"38306111","18.47","1","Beverage","Oreo TLS","21:23:22","00:02:20","14150",,"18.47"
"38306111","18.47","1","Meal","Daves #4","21:23:22","00:02:20","14150",,
"38306215","18.47","1","Beverage","Small Soft Drink","21:24:33","00:01:42","14150",,"18.47"
"38306215","18.47","1","Meal","Daves #3","21:24:33","00:01:42","14150",,
"38306527","15.31","1","Meal","Daves #4","21:26:23","00:01:25","14150","Rails Markup","15.31"
"38306527","15.31","1","Beverage","Bottled Coke","21:26:23","00:01:25","14150","Rails Markup",
"38306675","38.91","2","Meal","Daves #2","21:27:48","00:02:43","14150","Rails Markup","38.91"
"38306680","16","1","Meal","Daves #3","21:28:24","00:01:28","14150",,"16"
"38306722","17.93","1","Food","Mac and Cheese","21:28:15","00:02:40","14150","Rails Markup","17.93"
"38306722","17.93","1","Meal","Daves #4","21:28:15","00:02:40","14150","Rails Markup",
"38306817","25.86","2","Meal","Daves #4","21:29:09","00:02:45","14150","Rails Markup","25.86"
"38306832","20.76","1","Meal","Dave’s Dash #2 w/Drink","21:29:17","00:03:30","14150","Rails Markup","20.76"
"38306892","18.79","1","Beverage","Regular Soft Drink","21:29:47","00:03:02","14150",,"18.79"
"38306892","18.79","1","Meal","Daves #3","21:29:47","00:03:02","14150",,
"38306898","11.61","1","Meal","Daves #4","21:29:51","00:02:00","14150",,"11.61"
"38306979","16.3","1","Meal","Daves #2","21:31:28","00:02:19","14150",,"16.3"
"38307145","18.79","1","Meal","Daves #1","21:32:09","00:02:11","14150","Rails Markup","18.79"
"38307266","16.85","1","Meal","Daves #1","21:33:14","00:06:54","14226","Rails Markup","16.85"
"38307346","14.13","1","Meal","Daves #1","21:35:00","00:01:01","14226",,"14.13"
"38307446","10.86","1","Meal","Daves #4","21:35:43","00:02:23","14261",,"10.86"
"38307509","33.35","1","Food","Mac and Cheese","21:35:35","00:05:03","14226","Rails Markup","33.35"
"38307509","33.35","1","Meal","Daves #2","21:35:35","00:05:03","14226","Rails Markup",
"38307509","33.35","1","Beverage","Bottled Coke","21:35:35","00:05:03","14226","Rails Markup",
"38307709","12.93","1","Meal","Daves #4","21:37:39","00:03:38","14261","Rails Markup","12.93"
"38307904","17.48","1","Sauce","OLO Side Dave’s Sauce","21:39:37","00:02:30","14223","Rails Markup","17.48"
"38307904","17.48","1","Meal","Daves #1","21:39:37","00:02:30","14223","Rails Markup",
"38307909","14.13","1","Meal","Daves #1","21:40:10","00:01:24","14223",,"14.13"
"38308146","15.96","1","Meal","Daves #3","21:42:38","00:01:46","14223",,"15.96"
"38308235","24.44","1","Food","Fries","21:43:00","00:01:31","14223","Rails Markup","24.44"
"38308235","24.44","1","Meal","Daves #2","21:43:00","00:01:31","14223","Rails Markup",
"38308475","41.62","1","Food","Single Slider","21:45:18","00:02:47","14207","Rails Markup","41.62"
"38308475","41.62","1","Meal","Daves #4","21:45:18","00:02:47","14207","Rails Markup",
"38308475","41.62","1","Meal","Daves #2","21:45:18","00:02:47","14207","Rails Markup",
"38308847","10.86","1","Meal","Daves #4","21:50:04","00:01:10","14150",,"10.86"
"38308940","35.1","1","Food","Single Slider","21:50:19","00:02:58","14150","Rails Markup","35.1"
"38308940","35.1","2","Meal","Daves #4","21:50:19","00:02:58","14150","Rails Markup",
"38309324","19.54","2","Food","Single Slider","21:55:34","00:03:03","14150",,"19.54"
"38309324","19.54","1","Food","Mac and Cheese","21:55:34","00:03:03","14150",,
"38309693","15.21","1","Meal","Daves #3","21:59:16","00:01:53","14150",,"15.21"
"38309797","18.15","1","Meal","Daves #3","21:59:16","00:01:29","14150","Rails Markup","18.15"
"38309801","18.79","1","Beverage","Regular Soft Drink","22:00:22","00:02:46","14150",,"18.79"
"38309801","18.79","1","Meal","Daves #3","22:00:22","00:02:46","14150",,
"38309847","38.91","1","Meal","Daves #2","21:59:47","00:01:44","14150","Rails Markup","38.91"
"38309913","14.44","1","Beverage","Regular Soft Drink","22:02:00","00:01:36","14150",,"14.44"
"38309913","14.44","1","Meal","Daves #4","22:02:00","00:01:36","14150",,
"38309965","19.44","1","Sauce","OLO Side Dave’s Sauce","22:00:54","00:01:37","14150","Rails Markup","19.44"
"38309965","19.44","1","Meal","Daves #3","22:00:54","00:01:37","14150","Rails Markup",
"38310149","21.5","1","Beverage","Small Soft Drink","22:02:39","00:02:07","14150",,"21.5"
"38310149","21.5","1","Food","Mac and Cheese","22:02:39","00:02:07","14150",,
"38310149","21.5","1","Meal","Daves #1","22:02:39","00:02:07","14150",,
"38310264","24.44","1","Food","Fries","22:03:48","00:01:27","14150","Rails Markup","24.44"
"38310264","24.44","1","Meal","Daves #2","22:03:48","00:01:27","14150","Rails Markup",
"38310409","38.07","1","Meal","Daves #3","22:05:12","00:02:41","14150","Rails Markup","38.07"
"38310409","38.07","1","Meal","Daves #2","22:05:12","00:02:41","14150","Rails Markup",
"38310410","20.1","1","Meal","Daves #3","22:05:12","00:02:52","14150","Rails Markup","20.1"
"38310523","24.44","1","Food","Mac and Cheese","22:06:24","00:07:04","14150","Rails Markup","24.44"
"38310523","24.44","1","Meal","Daves #2","22:06:24","00:07:04","14150","Rails Markup",
"38310585","47.02","1","Shake","Strawberry Shake LG","22:07:03","00:05:17","14150","Rails Markup","47.02"
"38310585","47.02","1","Food","Mac and Cheese","22:07:03","00:05:17","14150","Rails Markup",
"38310585","47.02","1","Food","Fries","22:07:03","00:05:17","14150","Rails Markup",
"38310585","47.02","1","Meal","Daves #2","22:07:03","00:05:17","14150","Rails Markup",
"38310585","47.02","1","Shake","Chocolate Shake SM","22:07:03","00:05:17","14150","Rails Markup",
"38310698","30.51","1","Shake","Vanilla Shake LG","22:08:10","00:03:40","14150","Rails Markup","30.51"
"38310698","30.51","1","Meal","Dave’s Dash #2 w/Drink","22:08:10","00:03:40","14150","Rails Markup",
"38310722","19.88","1","Beverage","Regular Soft Drink","22:09:08","00:06:08","14150",,"19.88"
"38310722","19.88","1","Meal","Daves #2","22:09:08","00:06:08","14150",,
"38310726","29.78","1","Meal","Daves #4","22:08:27","00:04:39","14150","Rails Markup","29.78"
"38310726","29.78","1","Meal","Daves #1","22:08:27","00:04:39","14150","Rails Markup",
"38310785","22.62","1","Beverage","Regular Soft Drink","22:09:56","00:06:09","14150",,"22.62"
"38310785","22.62","1","Meal","Daves #2","22:09:56","00:06:09","14150",,
"38310856","21.39","1","Meal","Daves #3","22:11:03","00:06:21","14226",,"21.39"
"38310856","21.39","1","Shake","Chocolate Shake LG","22:11:03","00:06:21","14226",,
"38310870","23.98","1","Food","Single Tender","22:10:07","00:06:22","14150",,"23.98"
"38310870","23.98","1","Meal","Daves #2","22:10:07","00:06:22","14150",,
"38310969","23.57","1","Beverage","Oreo TLS","22:12:23","00:05:39","14226",,"23.57"
"38310969","23.57","1","Meal","Daves #3","22:12:23","00:05:39","14226",,
"38311035","29.88","1","Beverage","Oreo TLS","22:11:40","00:02:33","14226","Rails Markup","29.88"
"38311035","29.88","1","Meal","Daves #2","22:11:40","00:02:33","14226","Rails Markup",
"38311258","19.32","1","Food","Single Slider","22:14:13","00:04:58","14261",,"19.32"
"38311258","19.32","1","Meal","Daves #4","22:14:13","00:04:58","14261",,
"38311481","16.85","1","Meal","Daves #1","22:16:47","00:14:33","14261","Rails Markup","16.85"
"38311576","15.21","1","Meal","Daves #3","22:18:32","00:16:06","14223",,"15.21"
"38311585","16.57","1","Sauce","OLO Side Dave’s Sauce","22:17:58","00:09:33","14223",,"16.57"
"38311585","16.57","1","Meal","Daves #2","22:17:58","00:09:33","14223",,
"38311616","22.6","1","Meal","Daves #3","22:18:15","00:24:34","14223","Rails Markup","22.6"
"38311616","22.6","1","Beverage","Bottled Sprite","22:18:15","00:24:34","14223","Rails Markup",
"38311633","23.33","1","Meal","Daves #2","22:18:24","00:15:18","14223","Rails Markup","23.33"
"38311652","15.21","1","Meal","Daves #3","22:19:14","00:14:50","14150",,"15.21"
"38311726","20.77","1","Food","Mac and Cheese","22:20:20","00:14:38","14150",,"20.77"
"38311726","20.77","1","Meal","Daves #1","22:20:20","00:14:37","14150",,
"38311727","29.88","1","Beverage","Oreo TLS","22:19:18","00:10:29","14207","Rails Markup","29.88"
"38311727","29.88","1","Meal","Daves #2","22:19:18","00:10:29","14207","Rails Markup",
"38311827","10.86","1","Meal","Daves #4","22:21:03","00:15:25","14150",,"10.86"
"38311896","16.3","1","Meal","Daves #2","22:22:02","00:13:03","14150",,"16.3"
"38311990","10.86","1","Meal","Daves #4","22:23:32","00:07:22","14150",,"10.86"
"38312019","16.3","1","Meal","Daves #2","22:22:24","00:13:20","14150",,"16.3"
"38312144","19.55","1","Shake","Vanilla Shake SM","22:24:51","00:18:24","14150",,"19.55"
"38312144","19.55","1","Meal","Daves #1","22:24:51","00:18:24","14150",,
"38312146","25.05","1","Sauce","OLO Side Dave’s Sauce","22:23:39","00:19:55","14150","Rails Markup","25.05"
"38312146","25.05","1","Food","Mac and Cheese","22:23:39","00:19:55","14150","Rails Markup",
"38312146","25.05","1","Meal","Daves #1","22:23:39","00:19:55","14150","Rails Markup",
"38312164","16.3","1","Meal","Daves #2","22:23:48","00:06:14","14150",,"16.3"
"38312229","21.39","1","Meal","Daves #2","22:24:30","00:05:46","14150","Rails Markup","21.39"
"38312275","7.71","1","Food","Single Slider","22:25:42","00:18:32","14150",,"7.71"
"38312541","23.67","1","Meal","Dave’s Dash #2 w/Drink","22:27:40","00:24:47","14150","Rails Markup","23.67"
"38312907","18.47","1","Sauce","OLO Side Dave’s Sauce","22:31:29","00:12:38","14150","Rails Markup","18.47"
"38312907","18.47","1","Meal","Daves #3","22:31:29","00:12:38","14150","Rails Markup",
"38312954","14.13","1","Meal","Daves #1","22:33:23","00:10:21","14150",,"14.13"
"38313073","16.3","1","Meal","Daves #2","22:34:35","00:16:44","14150",,"16.3"
"38313166","17.8","1","Meal","Daves #2","22:36:23","00:13:59","14150",,"17.8"
"38313303","62.03","1","Food","Single Slider","22:36:22","00:10:41","14150","Rails Markup","62.03"
"38313303","62.03","1","Beverage","Oreo TLS","22:36:22","00:10:41","14150","Rails Markup",
"38313303","62.03","1","Sauce","OLO Side Dave’s Sauce","22:36:22","00:10:41","14150","Rails Markup",
"38313303","62.03","1","Meal","Daves #3","22:36:22","00:10:41","14150","Rails Markup",
"38313303","62.03","1","Meal","Daves #2","22:36:22","00:10:41","14150","Rails Markup",
"38313303","62.03","1","Beverage","Bottled Sprite","22:36:22","00:10:41","14150","Rails Markup",
"38313397","51.72","1","Beverage","Oreo TLS","22:37:30","00:17:53","14150","Rails Markup","51.72"
"38313397","51.72","1","Food","Mac and Cheese","22:37:30","00:17:53","14150","Rails Markup",
"38313397","51.72","2","Meal","Daves #3","22:37:30","00:17:53","14150","Rails Markup",
"38313406","45.43","1","Beverage","Oreo TLS","22:37:36","00:13:20","14150","Rails Markup","45.43"
"38313406","45.43","2","Meal","Daves #3","22:37:36","00:13:20","14150","Rails Markup",
"38313490","18.15","1","Meal","Daves #3","22:38:48","00:12:53","14150","Rails Markup","18.15"
"38313539","66.97","2","Beverage","Regular Soft Drink","22:40:51","00:14:39","14226",,"66.97"
"38313539","66.97","1","Food","Hot Box Tenders","22:40:51","00:14:39","14226",,
"38313539","66.97","1","Food","Box of Fries","22:40:51","00:14:39","14226",,
"38314086","17.31","1","Meal","Daves #3","22:47:54","00:09:01","14226",,"17.31"
